filename	decision	target_dir	target_path	reason
Spartoi-OMOC_LBP-D(C4) v8.1.1-r2.md	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/Spartoi-OMOC_LBP-D(C4) v8.1.1-r2.md	Metadata/evidence file: LBP-
Spartoi-OMOC_LBP-E(Fitness) v8.1.1-r2.md	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/Spartoi-OMOC_LBP-E(Fitness) v8.1.1-r2.md	Metadata/evidence file: LBP-
Spartoi-OMOC_MIP_v2.2.0.txt	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/Spartoi-OMOC_MIP_v2.2.0.txt	Metadata/evidence file: MIP_v
Spartoi-OMOC_README_RDM v2.2.0.md	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/Spartoi-OMOC_README_RDM v2.2.0.md	Metadata/evidence file: README_RDM
Spartoi-OMOC_SubP1-LITE+MVP Spine_Walking Skeleton Pack v0_v2.1.0-r1.md	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/Spartoi-OMOC_SubP1-LITE+MVP Spine_Walking Skeleton Pack v0_v2.1.0-r1.md	Mixed scope: Spine walking skeleton (implementation detail)
authority_chain_manifest.json	ARCHIVE	support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/support_how_unclassified/authority_chain_manifest.json	Metadata/evidence file: authority_chain
20260307T144505Z_acceptance_report.json	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/20260307T144505Z_acceptance_report.json	Metadata/evidence file: acceptance_report
20260308T052442Z_FULL_OMOC_COMPLETION_EVIDENCE.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/20260308T052442Z_FULL_OMOC_COMPLETION_EVIDENCE.md	Metadata/evidence file: COMPLETION_EVIDENCE
20260308T052442Z_FULL_OMOC_COMPLETION_INDEX.json	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/20260308T052442Z_FULL_OMOC_COMPLETION_INDEX.json	Metadata/evidence file: COMPLETION_INDEX
20260309T115405Z_acceptance_report.json	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/20260309T115405Z_acceptance_report.json	Metadata/evidence file: acceptance_report
20260309T115405Z_evidence_upload.txt	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/20260309T115405Z_evidence_upload.txt	Metadata/evidence file: evidence_upload
OMOC__OMOC_實作+WP總表_v4.0.1-r2.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/OMOC__OMOC_實作+WP總表_v4.0.1-r2.md.HOW.md	No clear classification rule match
SPINE_COMPLETION_MASTER_EVIDENCE.json	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/SPINE_COMPLETION_MASTER_EVIDENCE.json	Metadata/evidence file: SPINE_COMPLETION
SPINE_COMPLETION_MASTER_EVIDENCE.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/SPINE_COMPLETION_MASTER_EVIDENCE.md	Metadata/evidence file: SPINE_COMPLETION
Spartoi-OMOC_Master_Spine_Full_Monolith.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC_Master_Spine_Full_Monolith.md	Metadata/evidence file: Master_Spine
Spartoi-OMOC_SubP1-LITE+MVP__Spartoi-OMOC_MVP Spine_ Walking Skeleton Pack v0_最小實作包_v2.2.0-r1.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC_SubP1-LITE+MVP__Spartoi-OMOC_MVP Spine_ Walking Skeleton Pack v0_最小實作包_v2.2.0-r1.md.HOW.md	Mixed scope: Spine walking skeleton (implementation detail)
Spartoi-OMOC_SubP1-LITE+MVP__Spartoi-OMOC_SubP1-LITE+MVP Spine_Walking Skeleton Pack v0_v2.1.0-r1.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC_SubP1-LITE+MVP__Spartoi-OMOC_SubP1-LITE+MVP Spine_Walking Skeleton Pack v0_v2.1.0-r1.md.HOW.md	Mixed scope: Spine walking skeleton (implementation detail)
Spartoi-OMOC__Spartoi-OMOC Blueprint v2.2.0-r1.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC__Spartoi-OMOC Blueprint v2.2.0-r1.md.HOW.md	No clear classification rule match
Spartoi-OMOC__Spartoi-OMOC_LBP-A(SIR) v8.1.1-r1.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC__Spartoi-OMOC_LBP-A(SIR) v8.1.1-r1.md.HOW.md	Metadata/evidence file: LBP-
Spartoi-OMOC__Spartoi-OMOC_LBP-B(ICD)v8.1.1-r2.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC__Spartoi-OMOC_LBP-B(ICD)v8.1.1-r2.md.HOW.md	Metadata/evidence file: LBP-
Spartoi-OMOC__Spartoi-OMOC_LBP-D(C4) v8.1.1-r2.md.HOW.md	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/Spartoi-OMOC__Spartoi-OMOC_LBP-D(C4) v8.1.1-r2.md.HOW.md	Metadata/evidence file: LBP-
authority_chain_manifest.json	ARCHIVE	wrc_support_how_unclassified	/workspaces/omoc-wt-full/docs/_archive/wrc_support_how_unclassified/authority_chain_manifest.json	Metadata/evidence file: authority_chain
